time; pose_x; pose_y; pose_heading;  gps_x; gps_y; gps_z; acc_0; acc_1; acc_2; right_enc; left_enc; odo_acc_x; odo_acc_y; odo_acc_heading; odo_enc_x; odo_enc_y; odo_enc_heading; kal_x; kal_y; kal_vx; kal_vy
29.648; 2.43945; -0.83311; 0.188014; -0.460553; -3.19375e-05; 0.83311; 3.22419e-05; -0.00950477; 9.80999; 181.526; 181.516; 2.70229; -1.69288; -0.00126316; 2.31369; -1.39399; 0.00378947; 2.44818; -0.851966; 0.130826; -0.00698756
29.664; 2.43945; -0.83311; 0.188014; -0.460553; -3.19375e-05; 0.83311; 3.2612e-05; -0.00951645; 9.80999; 181.627; 181.642; 2.7048; -1.69287; 0.00378947; 2.31596; -1.39398; -0.00505263; 2.44997; -0.851646; 0.130423; -0.00698064
29.68; 2.43945; -0.83311; 0.188014; -0.460553; -3.19375e-05; 0.83311; 3.27181e-05; -0.00922399; 9.80999; 181.735; 181.721; 2.70732; -1.69288; -0.00505263; 2.31783; -1.39399; 0.00505263; 2.4517; -0.851336; 0.130008; -0.00697682
29.696; 2.43945; -0.83311; 0.188014; -0.460553; -3.19375e-05; 0.83311; 3.25778e-05; -0.00862771; 9.80999; 181.829; 181.822; 2.70983; -1.69287; 0.00505263; 2.31977; -1.39398; 0.00252632; 2.45338; -0.851038; 0.129587; -0.00697238
29.712; 2.43945; -0.83311; 0.188014; -0.460553; -3.19375e-05; 0.83311; 3.22065e-05; -0.00773293; 9.80999; 181.933; 181.912; 2.71233; -1.69287; 0.00252632; 2.32172; -1.39398; 0.00757895; 2.45501; -0.850749; 0.129165; -0.00696937
29.728; 2.43945; -0.83311; 0.188014; -0.460553; -3.19375e-05; 0.83311; 3.16188e-05; -0.00654997; 9.81; 182.027; 182.023; 2.71483; -1.69285; 0.00757895; 2.32377; -1.39396; 0.00126316; 2.4566; -0.85047; 0.128748; -0.00696479
29.744; 2.43945; -0.83311; 0.188014; -0.460553; -3.19375e-05; 0.83311; 3.12545e-05; -0.00509169; 9.81; 182.124; 182.135; 2.71733; -1.69284; 0.00126316; 2.32586; -1.39396; -0.00378947; 2.45814; -0.850201; 0.12834; -0.00695916
29.76; 2.43945; -0.83311; 0.188014; -0.460553; -3.19375e-05; 0.83311; 3.73131e-05; -0.00334459; 9.81; 182.228; 182.239; 2.71982; -1.69285; -0.00378947; 2.32794; -1.39397; -0.00378947; 2.45963; -0.84994; 0.127946; -0.00695376
29.776; 2.43945; -0.83311; 0.188014; -0.460553; -3.19375e-05; 0.83311; 3.38953e-05; -0.00143221; 9.81; 182.34; 182.333; 2.72232; -1.69286; -0.00378947; 2.33; -1.39398; 0.00252632; 2.46108; -0.849687; 0.127571; -0.00694961
29.792; 2.43945; -0.83311; 0.188014; -0.460553; -3.19375e-05; 0.83311; 2.87358e-05; 0.000682905; 9.81; 182.43; 182.408; 2.7248; -1.69286; 0.00252632; 2.33165; -1.39397; 0.00757895; 2.46249; -0.849443; 0.127217; -0.00694615
29.808; 2.43945; -0.83311; 0.188014; -0.460553; -3.19375e-05; 0.83311; 2.21012e-05; 0.00296755; 9.81; 182.527; 182.534; 2.72729; -1.69284; 0.00757895; 2.33388; -1.39395; -0.00252632; 2.46387; -0.849207; 0.126888; -0.00694155
29.824; 2.43945; -0.83311; 0.188014; -0.460553; -3.19375e-05; 0.83311; 2.39499e-05; 0.005439; 9.81; 182.635; 182.639; 2.72978; -1.69284; -0.00252632; 2.33601; -1.39396; -0.00126316; 2.4652; -0.848977; 0.126587; -0.00693722
29.84; 2.43945; -0.83311; 0.188014; -0.460553; -3.19375e-05; 0.83311; 2.25958e-05; 0.00797593; 9.81; 182.74; 182.732; 2.73227; -1.69285; -0.00126316; 2.33799; -1.39396; 0.00252632; 2.4665; -0.848755; 0.126317; -0.00693308
29.856; 2.43945; -0.83311; 0.188014; -0.460553; -3.19375e-05; 0.83311; 2.08551e-05; 0.0105656; 9.81; 182.83; 182.844; 2.73475; -1.69284; 0.00252632; 2.34; -1.39396; -0.00505263; 2.46777; -0.84854; 0.126077; -0.00692913
29.872; 2.43945; -0.83311; 0.188014; -0.460553; -3.19375e-05; 0.83311; 1.90444e-05; 0.0131694; 9.81; 182.916; 182.93; 2.73724; -1.69285; -0.00505263; 2.34173; -1.39397; -0.00505263; 2.46901; -0.848331; 0.125869; -0.00692548
29.888; 2.43945; -0.83311; 0.188014; -0.460553; -3.19375e-05; 0.83311; 1.71816e-05; 0.0157455; 9.80999; 183.042; 183.038; 2.73973; -1.69287; -0.00505263; 2.34407; -1.39398; 0.00126316; 2.47021; -0.848129; 0.125693; -0.00692141
29.904; 2.43945; -0.83311; 0.188014; -0.460553; -3.19375e-05; 0.83311; 1.52855e-05; 0.0182517; 9.80999; 183.164; 183.125; 2.74222; -1.69286; 0.00126316; 2.34616; -1.39398; 0.0138947; 2.47139; -0.847932; 0.125547; -0.00691548
29.92; 2.43945; -0.83311; 0.188014; -0.460553; -3.19375e-05; 0.83311; 1.3375e-05; 0.0206468; 9.80998; 183.251; 183.244; 2.74472; -1.69283; 0.0138947; 2.34821; -1.39395; 0.00252632; 2.47253; -0.847742; 0.125431; -0.00691124
29.936; 2.43945; -0.83311; 0.188014; -0.460553; -3.19375e-05; 0.83311; 1.14691e-05; 0.0228905; 9.80998; 183.352; 183.341; 2.74722; -1.69282; 0.00252632; 2.35019; -1.39394; 0.00378947; 2.47366; -0.847556; 0.125343; -0.00690669
29.952; 2.43945; -0.83311; 0.188014; -0.460553; -3.19375e-05; 0.83311; 9.58659e-06; 0.0249446; 9.80997; 183.445; 183.42; 2.74972; -1.69281; 0.00378947; 2.35192; -1.39394; 0.00884211; 2.47475; -0.847377; 0.125279; -0.00690078
29.968; 2.43945; -0.83311; 0.188014; -0.460553; -3.19375e-05; 0.83311; 7.74598e-06; 0.0267738; 9.80996; 183.546; 183.528; 2.75223; -1.69279; 0.00884211; 2.35401; -1.39392; 0.00631579; 2.47583; -0.847202; 0.125236; -0.00689541
29.984; 2.43945; -0.83311; 0.188014; -0.460553; -3.19375e-05; 0.83311; 5.9653e-06; 0.0283454; 9.80996; 183.629; 183.65; 2.75474; -1.69277; 0.00631579; 2.35606; -1.3939; -0.00757895; 2.47688; -0.847033; 0.12521; -0.00689427
30; 2.43945; -0.83311; 0.188014; -0.460553; -3.19375e-05; 0.83311; 4.86367e-06; 0.0296338; 9.80995; 183.744; 183.74; 2.75726; -1.69279; -0.00757895; 2.35811; -1.39392; 0.00126316; 2.4779; -0.846868; 0.125198; -0.00689041
30.016; 2.43945; -0.83311; 0.188014; -0.460553; -3.19375e-05; 0.83311; 2.57273e-06; 0.0306032; 9.80995; 183.845; 183.834; 2.75978; -1.69279; 0.00126316; 2.36005; -1.39392; 0.00378947; 2.47891; -0.846708; 0.125194; -0.00688572
30.032; 2.43945; -0.83311; 0.188014; -0.460553; -3.19375e-05; 0.83311; -2.85806e-06; 0.0312401; 9.80994; 183.928; 183.946; 2.76231; -1.69278; 0.00378947; 2.362; -1.39391; -0.00631579; 2.4799; -0.846552; 0.125192; -0.00688465
30.048; 2.43945; -0.83311; 0.188014; -0.460553; -3.19375e-05; 0.83311; -8.41036e-06; 0.0315322; 9.80994; 184.032; 184.036; 2.76485; -1.6928; -0.00631579; 2.36394; -1.39392; -0.00126316; 2.48087; -0.846401; 0.125189; -0.00688185
30.064; 2.43945; -0.83311; 0.188014; -0.460553; -3.19375e-05; 0.83311; -1.39929e-05; 0.0314774; 9.80994; 184.122; 184.136; 2.76739; -1.6928; -0.00126316; 2.36585; -1.39392; -0.00505263; 2.48181; -0.846254; 0.125179; -0.00688046
30.08; 2.43945; -0.83311; 0.188014; -0.460553; -3.19375e-05; 0.83311; -1.95236e-05; 0.0310827; 9.80994; 184.237; 184.259; 2.76994; -1.69281; -0.00505263; 2.36823; -1.39394; -0.00757895; 2.48274; -0.846111; 0.125155; -0.00687999
30.096; 2.43945; -0.83311; 0.188014; -0.460553; -3.19375e-05; 0.83311; -2.34758e-05; 0.0303709; 9.80995; 184.345; 184.342; 2.77249; -1.69283; -0.00757895; 2.37013; -1.39395; 0.00126316; 2.48365; -0.845972; 0.125114; -0.00687645
30.112; 2.43945; -0.83311; 0.188014; -0.460553; -3.19375e-05; 0.83311; -2.83799e-05; 0.0293424; 9.80995; 184.421; 184.439; 2.77505; -1.69283; 0.00126316; 2.37186; -1.39395; -0.00631579; 2.48455; -0.845837; 0.12505; -0.00687546
30.128; 2.43945; -0.83311; 0.188014; -0.460553; -3.19375e-05; 0.83311; -3.07732e-05; 0.0280222; 9.80996; 184.536; 184.543; 2.77761; -1.69284; -0.00631579; 2.37406; -1.39396; -0.00252632; 2.48542; -0.845705; 0.12496; -0.00687322
30.144; 2.43945; -0.83311; 0.188014; -0.460553; -3.19375e-05; 0.83311; -3.16155e-05; 0.0264445; 9.80996; 184.633; 184.658; 2.78018; -1.69285; -0.00252632; 2.37618; -1.39397; -0.00884211; 2.48628; -0.845578; 0.124838; -0.00687273
30.16; 2.43945; -0.83311; 0.188014; -0.460553; -3.19375e-05; 0.83311; -3.21811e-05; 0.0246326; 9.80997; 184.756; 184.763; 2.78275; -1.69287; -0.00884211; 2.37845; -1.39399; -0.00252632; 2.48712; -0.845453; 0.124682; -0.00687045
30.176; 2.43945; -0.83311; 0.188014; -0.460553; -3.19375e-05; 0.83311; -3.24896e-05; 0.022618; 9.80997; 184.846; 184.82; 2.78532; -1.69288; -0.00252632; 2.37993; -1.39399; 0.00884211; 2.48794; -0.845332; 0.124488; -0.00686562
30.192; 2.43945; -0.83311; 0.188014; -0.460553; -3.19375e-05; 0.83311; -3.25558e-05; 0.0204345; 9.80998; 184.95; 184.936; 2.7879; -1.69286; 0.00884211; 2.38212; -1.39397; 0.00505263; 2.48874; -0.845214; 0.124255; -0.00686184
30.208; 2.43945; -0.83311; 0.188014; -0.460553; -3.19375e-05; 0.83311; -3.23915e-05; 0.0181183; 9.80999; 185.044; 185.036; 2.79048; -1.69284; 0.00505263; 2.38407; -1.39396; 0.00252632; 2.48953; -0.845099; 0.123979; -0.00685867
30.224; 2.43945; -0.83311; 0.188014; -0.460553; -3.19375e-05; 0.83311; -3.20071e-05; 0.0157068; 9.80999; 185.148; 185.148; 2.79306; -1.69284; 0.00252632; 2.38623; -1.39396; 1.27025e-15; 2.49029; -0.844988; 0.12366; -0.00685591
30.24; 2.56382; -0.809447; 0.188014; -0.336179; -3.19843e-05; 0.809447; -3.14125e-05; 0.0132382; 9.81; 185.26; 185.267; 2.79564; -1.69284; 1.27025e-15; 2.38853; -1.39396; -0.00252632; 2.49554; -0.843816; 0.124881; -0.00684011
30.256; 2.56382; -0.809447; 0.188014; -0.336179; -3.19843e-05; 0.809447; -2.41823e-05; 0.0107862; 9.81; 185.342; 185.339; 2.79822; -1.69284; -0.00252632; 2.39008; -1.39396; 0.00126316; 2.50047; -0.842722; 0.125942; -0.00682507
30.272; 2.56382; -0.809447; 0.188014; -0.336179; -3.19843e-05; 0.809447; -2.85253e-05; 0.00830626; 9.81; 185.436; 185.447; 2.80081; -1.69284; 0.00126316; 2.39209; -1.39396; -0.00378947; 2.50512; -0.841697; 0.126859; -0.00681091
30.288; 2.56382; -0.809447; 0.188014; -0.336179; -3.19843e-05; 0.809447; -3.3733e-05; 0.00587079; 9.81; 185.548; 185.548; 2.80339; -1.69285; -0.00378947; 2.39422; -1.39397; 1.26591e-15; 2.50951; -0.840735; 0.127641; -0.00679757
30.304; 2.56382; -0.809447; 0.188014; -0.336179; -3.19843e-05; 0.809447; -3.61972e-05; 0.00352874; 9.81; 185.634; 185.645; 2.80597; -1.69285; 1.26591e-15; 2.39605; -1.39397; -0.00378947; 2.51368; -0.83983; 0.128301; -0.00678462
30.32; 2.56382; -0.809447; 0.188014; -0.336179; -3.19843e-05; 0.809447; -3.04969e-05; 0.00134404; 9.81; 185.735; 185.76; 2.80855; -1.69286; -0.00378947; 2.39821; -1.39397; -0.00884211; 2.51763; -0.838977; 0.128848; -0.00677158
30.336; 2.56382; -0.809447; 0.188014; -0.336179; -3.19843e-05; 0.809447; -2.39682e-05; -0.000676417; 9.81; 185.854; 185.825; 2.81113; -1.69288; -0.00884211; 2.40005; -1.39399; 0.0101053; 2.5214; -0.838172; 0.129294; -0.00676175
30.352; 2.56382; -0.809447; 0.188014; -0.336179; -3.19843e-05; 0.809447; -2.22825e-05; -0.00253105; 9.81; 185.947; 185.954; 2.8137; -1.69286; 0.0101053; 2.40228; -1.39397; -0.00252632; 2.52499; -0.83741; 0.129646; -0.00675045
30.368; 2.56382; -0.809447; 0.188014; -0.336179; -3.19843e-05; 0.809447; -2.05034e-05; -0.00417672; 9.81; 186.03; 186.044; 2.81627; -1.69286; -0.00252632; 2.40401; -1.39397; -0.00505263; 2.52842; -0.836688; 0.129914; -0.00673906
30.384; 2.56382; -0.809447; 0.188014; -0.336179; -3.19843e-05; 0.809447; -1.86496e-05; -0.00559238; 9.81; 186.149; 186.145; 2.81883; -1.69288; -0.00505263; 2.40621; -1.39398; 0.00126316; 2.5317; -0.836002; 0.130106; -0.00672949
30.4; 2.56382; -0.809447; 0.188014; -0.336179; -3.19843e-05; 0.809447; -1.67414e-05; -0.00676086; 9.81; 186.235; 186.239; 2.8214; -1.69287; 0.00126316; 2.40801; -1.39398; -0.00126316; 2.53485; -0.835351; 0.130231; -0.00671973
30.416; 2.56382; -0.809447; 0.188014; -0.336179; -3.19843e-05; 0.809447; -1.48003e-05; -0.00766907; 9.80999; 186.354; 186.35; 2.82396; -1.69288; -0.00126316; 2.41031; -1.39398; 0.00126316; 2.53787; -0.834731; 0.130295; -0.00671101
30.432; 2.56382; -0.809447; 0.188014; -0.336179; -3.19843e-05; 0.809447; -1.28481e-05; -0.00830818; 9.80999; 186.451; 186.462; 2.82651; -1.69287; 0.00126316; 2.4124; -1.39398; -0.00378947; 2.54077; -0.83414; 0.130307; -0.00670129
30.448; 2.56382; -0.809447; 0.188014; -0.336179; -3.19843e-05; 0.809447; -1.09071e-05; -0.00867362; 9.80999; 186.559; 186.566; 2.82906; -1.69288; -0.00378947; 2.41452; -1.39399; -0.00252632; 2.54356; -0.833576; 0.130274; -0.00669223
30.464; 2.56382; -0.809447; 0.188014; -0.336179; -3.19843e-05; 0.809447; -8.9992e-06; -0.00876512; 9.80999; 186.66; 186.656; 2.8316; -1.69289; -0.00252632; 2.41643; -1.39399; 0.00126316; 2.54624; -0.833038; 0.130204; -0.00668457
30.48; 2.56382; -0.809447; 0.188014; -0.336179; -3.19843e-05; 0.809447; -7.14582e-06; -0.00858663; 9.80999; 186.757; 186.768; 2.83414; -1.69289; 0.00126316; 2.41852; -1.39399; -0.00378947; 2.54883; -0.832523; 0.130102; -0.00667578
30.496; 2.56382; -0.809447; 0.188014; -0.336179; -3.19843e-05; 0.809447; -5.36766e-06; -0.00814619; 9.80999; 186.851; 186.872; 2.83668; -1.6929; -0.00378947; 2.4205; -1.394; -0.00757895; 2.55133; -0.83203; 0.129976; -0.00666626
30.512; 2.56382; -0.809447; 0.188014; -0.336179; -3.19843e-05; 0.809447; -2.88457e-06; -0.00745435; 9.80999; 186.948; 186.97; 2.83921; -1.69292; -0.00757895; 2.42244; -1.39401; -0.00757895; 2.55373; -0.831558; 0.129831; -0.00665709
30.528; 2.56382; -0.809447; 0.188014; -0.336179; -3.19843e-05; 0.809447; 1.39924e-06; -0.00653918; 9.81; 187.049; 187.063; 2.84174; -1.69293; -0.00757895; 2.42439; -1.39403; -0.00505263; 2.55606; -0.831105; 0.129672; -0.00664889
30.544; 2.56382; -0.809447; 0.188014; -0.336179; -3.19843e-05; 0.809447; 6.94026e-06; -0.00540694; 9.81; 187.16; 187.153; 2.84426; -1.69295; -0.00505263; 2.4264; -1.39404; 0.00252632; 2.55831; -0.83067; 0.129505; -0.00664275
30.56; 2.56382; -0.809447; 0.188014; -0.336179; -3.19843e-05; 0.809447; 1.2527e-05; -0.00407568; 9.81; 187.243; 187.258; 2.84678; -1.69294; 0.00252632; 2.42827; -1.39403; -0.00505263; 2.56049; -0.830252; 0.129335; -0.0066352
30.576; 2.56382; -0.809447; 0.188014; -0.336179; -3.19843e-05; 0.809447; 1.80767e-05; -0.00255997; 9.81; 187.362; 187.358; 2.8493; -1.69295; -0.00505263; 2.43047; -1.39405; 0.00126316; 2.5626; -0.829851; 0.129166; -0.00662913
30.592; 2.56382; -0.809447; 0.188014; -0.336179; -3.19843e-05; 0.809447; 2.35144e-05; -0.000873554; 9.81; 187.474; 187.452; 2.85182; -1.69295; 0.00126316; 2.43252; -1.39404; 0.00757895; 2.56464; -0.829465; 0.129001; -0.00662421
30.608; 2.56382; -0.809447; 0.188014; -0.336179; -3.19843e-05; 0.809447; 3.14254e-05; 0.000979997; 9.81; 187.56; 187.574; 2.85433; -1.69293; 0.00757895; 2.43461; -1.39403; -0.00505263; 2.56662; -0.829094; 0.128845; -0.00661765
30.624; 2.56382; -0.809447; 0.188014; -0.336179; -3.19843e-05; 0.809447; 3.10095e-05; 0.00293803; 9.81; 187.654; 187.661; 2.85684; -1.69294; -0.00505263; 2.43641; -1.39404; -0.00252632; 2.56854; -0.828736; 0.1287; -0.00661165
30.64; 2.56382; -0.809447; 0.188014; -0.336179; -3.19843e-05; 0.809447; 3.18407e-05; 0.00501589; 9.81; 187.769; 187.772; 2.85935; -1.69295; -0.00252632; 2.43868; -1.39404; -0.00126316; 2.5704; -0.828391; 0.128569; -0.00660599
30.656; 2.56382; -0.809447; 0.188014; -0.336179; -3.19843e-05; 0.809447; 3.23756e-05; 0.00717536; 9.81; 187.862; 187.862; 2.86186; -1.69295; -0.00126316; 2.44051; -1.39404; 1.27676e-15; 2.57221; -0.828058; 0.128455; -0.00660055
30.672; 2.56382; -0.809447; 0.188014; -0.336179; -3.19843e-05; 0.809447; 3.26382e-05; 0.00938921; 9.81; 187.967; 187.952; 2.86437; -1.69295; 1.27676e-15; 2.44246; -1.39404; 0.00505263; 2.57397; -0.827737; 0.128358; -0.00659522
30.688; 2.56382; -0.809447; 0.188014; -0.336179; -3.19843e-05; 0.809447; 3.26476e-05; 0.011629; 9.81; 188.071; 188.06; 2.86689; -1.69294; 0.00505263; 2.44458; -1.39403; 0.00378947; 2.57568; -0.827428; 0.128281; -0.00658991
30.704; 2.56382; -0.809447; 0.188014; -0.336179; -3.19843e-05; 0.809447; 3.24197e-05; 0.0138653; 9.80999; 188.161; 188.161; 2.8694; -1.69293; 0.00378947; 2.44649; -1.39403; 1.26548e-15; 2.57735; -0.827129; 0.128224; -0.00658489
30.72; 2.56382; -0.809447; 0.188014; -0.336179; -3.19843e-05; 0.809447; 3.19687e-05; 0.0160684; 9.80999; 188.258; 188.262; 2.87191; -1.69293; 1.26548e-15; 2.44847; -1.39403; -0.00126316; 2.57897; -0.826839; 0.128187; -0.00658015
30.736; 2.56382; -0.809447; 0.188014; -0.336179; -3.19843e-05; 0.809447; 3.13082e-05; 0.0182083; 9.80999; 188.366; 188.381; 2.87443; -1.69293; -0.00126316; 2.45074; -1.39403; -0.00505263; 2.58055; -0.82656; 0.12817; -0.00657614
30.752; 2.56382; -0.809447; 0.188014; -0.336179; -3.19843e-05; 0.809447; 3.33153e-05; 0.0202711; 9.80998; 188.471; 188.464; 2.87695; -1.69295; -0.00505263; 2.45261; -1.39404; 0.00252632; 2.58209; -0.82629; 0.128172; -0.00657102
30.768; 2.56382; -0.809447; 0.188014; -0.336179; -3.19843e-05; 0.809447; 3.59448e-05; 0.0222115; 9.80998; 188.564; 188.568; 2.87947; -1.69294; 0.00252632; 2.45459; -1.39403; -0.00126316; 2.58359; -0.826028; 0.128192; -0.00656675
30.784; 2.56382; -0.809447; 0.188014; -0.336179; -3.19843e-05; 0.809447; 3.18349e-05; 0.0239628; 9.80997; 188.654; 188.654; 2.882; -1.69294; -0.00126316; 2.45635; -1.39404; 1.27264e-15; 2.58506; -0.825775; 0.128226; -0.00656232
30.8; 2.56382; -0.809447; 0.188014; -0.336179; -3.19843e-05; 0.809447; 2.60821e-05; 0.0255403; 9.80997; 188.773; 188.773; 2.88453; -1.69294; 1.27264e-15; 2.45873; -1.39404; 1.27264e-15; 2.58649; -0.82553; 0.128274; -0.00655799
30.816; 2.56382; -0.809447; 0.188014; -0.336179; -3.19843e-05; 0.809447; 2.26199e-05; 0.0269386; 9.80996; 188.881; 188.852; 2.88707; -1.69294; 1.27264e-15; 2.4606; -1.39404; 0.0101053; 2.58789; -0.825293; 0.128332; -0.00655083
30.832; 2.56382; -0.809447; 0.188014; -0.336179; -3.19843e-05; 0.809447; 2.36249e-05; 0.0281389; 9.80996; 188.946; 188.946; 2.88961; -1.69292; 0.0101053; 2.46219; -1.39402; 1.27329e-15; 2.58926; -0.825063; 0.128398; -0.00654668
30.848; 2.56382; -0.809447; 0.188014; -0.336179; -3.19843e-05; 0.809447; 2.1929e-05; 0.0290746; 9.80995; 189.058; 189.076; 2.89215; -1.69292; 1.27329e-15; 2.4646; -1.39402; -0.00631579; 2.59059; -0.82484; 0.128467; -0.00654467
30.864; 2.56382; -0.809447; 0.188014; -0.336179; -3.19843e-05; 0.809447; 2.01489e-05; 0.0297524; 9.80995; 189.151; 189.187; 2.8947; -1.69293; -0.00631579; 2.46665; -1.39403; -0.0126316; 2.5919; -0.824624; 0.128537; -0.00654492
30.88; 2.56382; -0.809447; 0.188014; -0.336179; -3.19843e-05; 0.809447; 1.83024e-05; 0.030159; 9.80995; 189.259; 189.266; 2.89726; -1.69297; -0.0126316; 2.46852; -1.39406; -0.00252632; 2.59318; -0.824414; 0.128602; -0.0065419
30.896; 2.56382; -0.809447; 0.188014; -0.336179; -3.19843e-05; 0.809447; 1.64082e-05; 0.0302849; 9.80995; 189.36; 189.36; 2.89982; -1.69297; -0.00252632; 2.47047; -1.39406; 1.27979e-15; 2.59443; -0.824211; 0.12866; -0.00653809
30.912; 2.56382; -0.809447; 0.188014; -0.336179; -3.19843e-05; 0.809447; 1.44856e-05; 0.0301241; 9.80995; 189.454; 189.464; 2.90239; -1.69297; 1.27979e-15; 2.47245; -1.39406; -0.00378947; 2.59566; -0.824013; 0.128706; -0.00653565
30.928; 2.56382; -0.809447; 0.188014; -0.336179; -3.19843e-05; 0.809447; 1.25542e-05; 0.0296745; 9.80995; 189.565; 189.562; 2.90496; -1.69298; -0.00378947; 2.47453; -1.39407; 0.00126316; 2.59686; -0.823822; 0.128734; -0.00653157
30.944; 2.56382; -0.809447; 0.188014; -0.336179; -3.19843e-05; 0.809447; 1.06338e-05; 0.0289379; 9.80995; 189.666; 189.666; 2.90754; -1.69298; 0.00126316; 2.47659; -1.39407; 1.28391e-15; 2.59804; -0.823636; 0.128742; -0.00652798
30.96; 2.56382; -0.809447; 0.188014; -0.336179; -3.19843e-05; 0.809447; 8.74399e-06; 0.0279203; 9.80996; 189.763; 189.778; 2.91013; -1.69298; 1.28391e-15; 2.47867; -1.39407; -0.00505263; 2.59918; -0.823456; 0.128725; -0.006526
30.976; 2.56382; -0.809447; 0.188014; -0.336179; -3.19843e-05; 0.809447; 6.90391e-06; 0.0266313; 9.80996; 189.871; 189.878; 2.91271; -1.69299; -0.00505263; 2.48076; -1.39408; -0.00252632; 2.60031; -0.82328; 0.128679; -0.00652326
30.992; 2.56382; -0.809447; 0.188014; -0.336179; -3.19843e-05; 0.809447; 5.13233e-06; 0.0250847; 9.80997; 189.943; 189.972; 2.91531; -1.693; -0.00252632; 2.48242; -1.39408; -0.0101053; 2.60141; -0.82311; 0.1286; -0.00652249
31.008; 2.56382; -0.809447; 0.188014; -0.336179; -3.19843e-05; 0.809447; 4.17461e-06; 0.0232999; 9.80997; 190.051; 190.087; 2.9179; -1.69303; -0.0101053; 2.48465; -1.3941; -0.0126316; 2.60249; -0.822945; 0.128484; -0.00652207
31.024; 2.56382; -0.809447; 0.188014; -0.336179; -3.19843e-05; 0.809447; 2.20598e-07; 0.0212858; 9.80998; 190.166; 190.195; 2.9205; -1.69306; -0.0126316; 2.48688; -1.39413; -0.0101053; 2.60354; -0.822784; 0.128329; -0.00652081
31.04; 2.56382; -0.809447; 0.188014; -0.336179; -3.19843e-05; 0.809447; -5.28258e-06; 0.0190767; 9.80998; 190.274; 190.274; 2.9231; -1.69308; -0.0101053; 2.48875; -1.39415; 1.2837e-15; 2.60457; -0.822628; 0.12813; -0.00651759
31.056; 2.56382; -0.809447; 0.188014; -0.336179; -3.19843e-05; 0.809447; -1.08667e-05; 0.0167033; 9.80999; 190.35; 190.357; 2.9257; -1.69308; 1.2837e-15; 2.49034; -1.39415; -0.00252632; 2.60558; -0.822476; 0.127887; -0.00651475
31.072; 2.56382; -0.809447; 0.188014; -0.336179; -3.19843e-05; 0.809447; -1.64437e-05; 0.0142049; 9.80999; 190.465; 190.454; 2.92831; -1.69309; -0.00252632; 2.49246; -1.39416; 0.00378947; 2.60656; -0.822328; 0.127597; -0.00651131
31.088; 2.56382; -0.809447; 0.188014; -0.336179; -3.19843e-05; 0.809447; -2.19343e-05; 0.0116259; 9.81; 190.566; 190.57; 2.93091; -1.69308; 0.00378947; 2.49462; -1.39415; -0.00126316; 2.60752; -0.822184; 0.127258; -0.00650831
31.104; 2.56382; -0.809447; 0.188014; -0.336179; -3.19843e-05; 0.809447; -2.47003e-05; 0.00902696; 9.81; 190.667; 190.674; 2.93352; -1.69308; -0.00126316; 2.49667; -1.39415; -0.00252632; 2.60845; -0.822044; 0.126872; -0.00650531
31.12; 2.56382; -0.809447; 0.188014; -0.336179; -3.19843e-05; 0.809447; -3.02591e-05; 0.00641252; 9.81; 190.768; 190.768; 2.93612; -1.69309; -0.00252632; 2.49862; -1.39416; 1.2876e-15; 2.60936; -0.821909; 0.126438; -0.00650235
31.136; 2.56382; -0.809447; 0.188014; -0.336179; -3.19843e-05; 0.809447; -3.12704e-05; 0.00386448; 9.81; 190.886; 190.883; 2.93873; -1.69309; 1.2876e-15; 2.50096; -1.39416; 0.00126316; 2.61025; -0.821776; 0.125957; -0.00649954
31.152; 2.56382; -0.809447; 0.188014; -0.336179; -3.19843e-05; 0.809447; -3.1987e-05; 0.00141367; 9.81; 190.98; 190.962; 2.94133; -1.69309; 0.00126316; 2.50269; -1.39415; 0.00631579; 2.61111; -0.821647; 0.125431; -0.00649742
31.168; 2.56382; -0.809447; 0.188014; -0.336179; -3.19843e-05; 0.809447; -3.24333e-05; -0.000898765; 9.81; 191.059; 191.066; 2.94393; -1.69307; 0.00631579; 2.50452; -1.39414; -0.00252632; 2.61195; -0.821522; 0.124862; -0.0064942
31.184; 2.56382; -0.809447; 0.188014; -0.336179; -3.19843e-05; 0.809447; -3.26273e-05; -0.00303412; 9.81; 191.171; 191.16; 2.94652; -1.69308; -0.00252632; 2.50657; -1.39415; 0.00378947; 2.61276; -0.8214; 0.124254; -0.00649214
31.2; 2.56382; -0.809447; 0.188014; -0.336179; -3.19843e-05; 0.809447; -3.25832e-05; -0.00495682; 9.81; 191.286; 191.275; 2.94912; -1.69307; 0.00378947; 2.50888; -1.39414; 0.00378947; 2.61355; -0.821281; 0.123611; -0.00649024
31.216; 2.56382; -0.809447; 0.188014; -0.336179; -3.19843e-05; 0.809447; -3.23129e-05; -0.00663495; 9.81; 191.362; 191.365; 2.9517; -1.69306; 0.00378947; 2.51053; -1.39413; -0.00126316; 2.61431; -0.821166; 0.122936; -0.00648722
31.232; 2.56382; -0.809447; 0.188014; -0.336179; -3.19843e-05; 0.809447; -3.18277e-05; -0.00804081; 9.81; 191.48; 191.473; 2.95429; -1.69306; -0.00126316; 2.5128; -1.39413; 0.00252632; 2.61505; -0.821053; 0.122233; -0.00648524
